conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da
479,1,Person 2,I think that a full belly is taken for granted in our country. You?,"('sv',)",1.995525122,1.727919936,0.887563705,2.075137854,1.421981291,sv
479,2,Person 1,yeah you can say that again. do you throw out your food?,"('qy',)",0.996083438,1.448975205,1.143178821,1.511457205,1.421981291,qy
479,3,Person 2,Only if it starts to mold and cutting off the moldy section wouldn't save it. How about you?,"('qo',)",2.030566216,1.840191722,1.315300226,1.788899422,1.421981291,qo
479,4,Person 1,yep i usually throw out bread which molds so quick,(),1.573306322,1.789145231,1.411146164,2.560324192,1.421981291,none
479,5,Person 2,Where do you buy your produce?,"('qw',)",0.782885015,0.826013148,0.613348067,1.239509225,1.421981291,qw
479,6,Person 1,from the local grocery store,"('+',)",1.344643116,1.549514174,0.849853873,1.856114507,1.421981291,+
479,7,Person 2,Do you shop at regular intervals or do you just go when you need things?,"('qy',)",1.034906149,1.173740029,0.673604608,1.612263441,1.421981291,qy
479,8,Person 1,regular what about you,(),0.572851479,0.92088747,0.911499143,1.061855555,1.421981291,none
479,9,Person 2,I go once a week and try to only buy things to last me for that week. I actually end up throwing out fresh spices like cilantro/thyme/etc because I haven't found a way to properly store it.,"('sd',)",1.816386938,1.963221312,1.089877963,3.067276239,1.421981291,sd
479,10,Person 1,i usually do that too. ive been eating less fast food,(),1.871631145,1.712936044,0.694351077,2.923389673,1.421981291,none
479,11,Person 2,"I'll go out to eat once a week or so, but I love cooking.","('sd',)",1.505285978,1.906102777,0.5691154,3.019031763,1.421981291,sd
479,12,Person 1,yeah fast food is alright but not everyday,"('aa',)",1.48839426,1.867221236,1.18477118,2.184572458,1.421981291,aa
479,13,Person 2,"How do you feel about food waste coming from grocery stores, restaurants and the like? Is there a practical way to cut down on the immense amount that they contribute?","('qo',)",1.724608421,1.505194306,1.073565602,1.641842604,1.421981291,qo
479,14,Person 1,probably give some of the extra food away to people in need,"('+',)",2.456929207,1.912687302,0.55179441,1.791876554,1.421981291,+
479,15,Person 2,That's a good one. I'm sure some places have programs like that in place.,"('sv',)",2.221543789,1.501474738,0.489090502,1.561135054,1.421981291,sv
479,16,Person 1,yeah ive heard some that do,(),1.430016994,1.447121501,1.181075931,1.699011326,1.421981291,none
479,17,Person 2,"Would you purchase irregular food if given the opportunity to prevent such waste? Misshapen, discolored or otherwise?","('qy',)",1.83716929,1.622820735,1.319575906,1.822941661,1.421981291,qy
479,18,Person 1,if im hungry and cant afford actual food why not. what about you,"('qo',)",1.561679363,1.80315423,1.406618476,2.067028522,1.421981291,qo
479,19,Person 2,"Definitely! Well, thanks for chatting! bye","('fc',)",0.60611403,1.432580829,0.377562165,1.036226273,1.421981291,fc
479,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.421981291,fc
195,0,Person 1,What did you think about the article,"('qo',)",0.621129155,0.742328227,1.055668473,0.887002826,1.532093404,qo
195,1,Person 2,it was interesting they need to send the refugees back,"('sd',)",2.851266623,1.896488547,0.876078069,1.593337893,1.532093404,sd
195,2,Person 1,yeah what do you think they should do?,"('qo',)",1.360572815,1.244163394,0.914584756,1.327093363,1.532093404,qo
195,3,Person 2,kick them out,"('+',)",0.997890651,2.011939049,1.696866155,1.608221769,1.532093404,+
195,4,Person 1,"I agree, Too much  people cant fit in one country. Maybe only take in the serious sad cases","('aa', 'sv')",2.809262753,2.44745183,1.761793494,2.054589033,1.532093404,aa
195,5,Person 2,yea special exceptions but at a bare minimum,(),1.197124004,1.394060016,0.997592926,1.604408264,1.532093404,none
195,6,Person 1,yeah keep it minimum germany is small,"('aa',)",0.9681651,1.276026368,1.037703156,1.923150539,1.532093404,aa
195,7,Person 2,germany is too small,"('sv',)",1.592478037,1.838227987,1.513444543,1.706589699,1.532093404,sv
195,8,Person 1,yep way too small for all the asylum seekers,"('aa',)",2.514051437,2.261603117,1.676149487,1.873838663,1.532093404,aa
195,9,Person 2,and terrorists,"('+',)",1.071146488,1.809442043,1.521219492,1.474165201,1.532093404,+
195,10,Person 1,they should fix their own country,"('sv',)",2.085505247,2.452694178,1.934451938,1.961036801,1.532093404,sv
195,11,Person 2,yea they need to build it up again so we can bomb it all up I like turning their homes to dust,"('sv',)",2.435894251,2.394480228,1.66098702,2.492699385,1.532093404,sv
195,12,Person 1,youre in the air force?,"('qy',)",0.741211236,1.018626928,0.812610507,1.202030301,1.532093404,qy
195,13,Person 2,yea,"('b',)",0.505424678,0.995800853,1.121805429,1.128425479,1.532093404,b
195,14,Person 1,lol okay,"('b',)",0.664739549,1.6715132,1.023079753,1.29617846,1.532093404,b
195,15,Person 2,bomb them to smithereens,"('+',)",2.014203787,3.078093767,1.750785828,1.985661864,1.532093404,+
195,16,Person 1,"back to the article. I think letting a few in is good, not all.","('sv',)",1.695696354,1.871178031,0.997030139,1.943601251,1.532093404,sv
195,17,Person 2,only the christians being killed by the savage towel heads,(),2.621551752,3.01138401,1.929186225,2.059777498,1.532093404,none
195,18,Person 1,i doubt they would check based on religion. its germany not some southern american state loll,"('sv',)",1.71836257,1.822003007,1.58257103,2.051896811,1.532093404,sv
195,19,Person 2,they should if they care about terrorism,"('sv',)",2.289899588,2.256564617,1.538615942,2.107095957,1.532093404,sv
195,20,Person 1,been a good talk. bye,"('fc',)",0.574482322,1.338946462,0.351193994,0.782018304,1.532093404,fc
195,21,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.532093404,fc
247,0,Person 1,What do you think about her death,"('qo',)",1.211913466,1.053013921,1.172082424,1.019915938,1.562055484,qo
247,1,Person 2,I think she lived a full life.,"('sv',)",2.476413012,1.698392749,0.469002008,1.638241172,1.562055484,sv
247,2,Person 1,"yeah, did you hear about her before this article?","('qy',)",0.866042554,1.012396097,0.792271554,1.144662738,1.562055484,qy
247,3,Person 2,"I had, but I was a very small child during the Clinton admin, so I didn't really know her function or capacity as a politician.","('sd',)",2.253651381,2.085536718,1.213916063,2.912546873,1.562055484,sd
247,4,Person 1,I remember her from the Elian Gonzales news back in the day,"('sd',)",1.488840103,1.544302702,0.745572925,2.448563337,1.562055484,sd
247,5,Person 2,Oh yeah! I had completely forgotten about that kid. I wonder what he is up to now.,(),2.055421114,2.413285494,0.943279803,2.070923567,1.562055484,none
247,6,Person 1,i think he lives in cuba now not sure,(),1.500188112,1.359889984,1.020105839,1.551026225,1.562055484,none
247,7,Person 2,Do you have any experiences with Parkinson's disease?,"('qy',)",1.113604665,1.133852601,0.938521564,1.222932935,1.562055484,qy
247,8,Person 1,"Fortunately no, what about you?","('qo',)",1.177478552,1.760421395,1.12912035,1.371049404,1.562055484,qo
247,9,Person 2,"Nope, not personally. I really don't know that much about it.","('ng',)",1.67979455,1.698349357,0.9253003,2.02385664,1.562055484,ng
247,10,Person 1,I just know you lose your memory,"('sd',)",2.210092783,2.057027578,1.637306571,1.804105759,1.562055484,sd
247,11,Person 2,Is that part of it? Doesn't it make your hands shake also?,"('qy',)",1.972409129,1.653164148,1.304590821,1.67855382,1.562055484,qy
247,12,Person 1,yeah I believe that happens too,"('aa',)",1.868030071,1.647582769,1.143212676,2.038336992,1.562055484,aa
247,13,Person 2,Do you think there will be another female attorney general in the near future?,"('qy',)",1.284656167,1.323850036,0.719367266,1.402188063,1.562055484,qy
247,14,Person 1,most likely. once the first one comes through it opens the door one would think for the next generation of females. whats your opinion?,"('qo',)",1.68965888,1.644740462,0.800641418,1.705226541,1.562055484,qo
247,15,Person 2,I think its likely. I don't know who it might be though.,(),1.824368715,1.532971621,0.892627716,1.529816985,1.562055484,none
247,16,Person 1,yeah i have no idea about politics to be honest,(),1.132055044,1.751685262,1.278222442,2.315755606,1.562055484,none
247,17,Person 2,I follow them with mild interest. It gets to be very depressing after a while though. Do you vote?,"('qy',)",1.746769786,1.96002686,1.431682229,2.265669346,1.562055484,qy
247,18,Person 1,yeah I definitely vote. More likely to vote now with all that trouble going on in the white house.,"('aa',)",1.787856102,2.150221109,0.99480021,2.453181267,1.562055484,aa
247,19,Person 2,"Yeah, next year is going to be a circus. Well, thanks for chatting! bye","('fc',)",1.08792448,1.617500663,0.512691021,1.685153008,1.562055484,fc
247,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.562055484,fc
139,0,Person 1,I'm happy they waited for the children to be over 18 before the marriage broke up.,"('sd',)",2.413777351,2.346743107,0.494391292,2.190630913,1.584054965,sd
139,1,Person 2,yeah that's true it is very rare for people to do that.,"('aa',)",2.43123436,1.859345317,0.923545539,1.916475773,1.584054965,aa
139,2,Person 1,"Yeah, long marriages are rare in general.","('aa',)",1.920631409,1.444308996,1.00808084,1.737138629,1.584054965,aa
139,3,Person 2,why do you think that is?,"('qo',)",0.986107767,1.072727799,0.994868159,1.075510383,1.584054965,qo
139,4,Person 1,People think everyday will be a fairy tale.,"('sv',)",1.930399418,2.043408155,1.290152669,1.878776789,1.584054965,sv
139,5,Person 2,yeah its just not realistic no one is perfect and can give you that fairy tale life.,"('aa', 'sv')",1.950491667,2.28517127,1.391152859,2.10883975,1.584054965,aa
139,6,Person 1,when married there will be days you do not want to be married.,"('+',)",1.874415755,1.974357247,1.411008239,2.108009577,1.584054965,+
139,7,Person 2,its up to you to keep it to yourself until your head clears as well. if you still feel that way after your head clears its time to have that talk with your spouse.,"('sv',)",1.837484121,2.201331377,1.041709065,2.20937705,1.584054965,sv
139,8,Person 1,I got married at 19 and been married for 18 years I know it is not easy.,"('sd',)",2.08282876,2.444999695,1.295012474,2.995776892,1.584054965,sd
139,9,Person 2,thats a good rare marriage you have going,(),1.369972229,2.100175381,0.146947503,1.407548666,1.584054965,none
139,10,Person 1,"Thanks, my grandmother gave me the advice that I will not be happy everyday.",(),1.795668244,2.560330153,0.735203981,3.0283885,1.584054965,none
139,11,Person 2,its a good thing your had a grandmother that was wise,"('sd',)",2.072302103,2.439264536,0.234962195,2.075276613,1.584054965,sd
139,12,Person 1,are you married?,"('qy',)",0.6273278,0.89624095,0.611208856,1.006137133,1.584054965,qy
139,13,Person 2,going to be pretty soon,"('+',)",1.076240301,1.429867029,0.655627489,1.387768984,1.584054965,+
139,14,Person 1,congratulations!,"('ba',)",0.926853538,2.362972498,0.280375123,1.419311523,1.584054965,ba
139,15,Person 2,thanks!,"('ft',)",0.775159478,1.585355759,0.367465436,1.167178631,1.584054965,ft
139,16,Person 1,I wonder if being in Hollywood put pressure on their marriage?,"('qy',)",1.9744941,1.493911862,0.905819833,1.468868732,1.584054965,qy
139,17,Person 2,i believe  hollywood is just full of weirods,"('sv',)",1.707117796,2.313393116,1.725320935,2.133161783,1.584054965,sv
139,18,Person 1,I use to think Hollywood makes you  weird.,"('sv',)",1.796846151,2.464250326,1.424147487,2.387542963,1.584054965,sv
139,19,Person 2,i think its a little of both,(),1.782201052,1.584651589,1.148690701,1.677621484,1.584054965,none
139,20,Person 1,I agree. I know who the daughter is in the story. I have no clue about her father.,"('aa',)",2.067003965,2.011255503,1.039261699,2.152396441,1.584054965,aa
139,21,Person 2,wonder why they didnt talk about him much,(),1.793722987,1.709422469,1.360644341,1.410637975,1.584054965,none
139,22,Person 1,do you think money helps or hurts marriages?,"('qy',)",1.248627186,1.213774443,1.013241887,1.226988316,1.584054965,qy
139,23,Person 2,hurts tbh,(),0.956275046,2.080556154,1.103324413,1.460245967,1.584054965,none
139,24,Person 1,I can see your point of view,"('aa',)",1.89895618,1.678488135,1.153848767,1.65323019,1.584054965,aa
139,25,Person 2,its been good brother. goodbye,"('fc',)",0.837358654,1.805653095,0.359966576,1.453423858,1.584054965,fc
139,26,Person 1,you too! bye,"('fc',)",0.635986626,1.490841508,0.463379145,1.00651598,1.584054965,fc
359,0,Person 1,what did you think?,"('qo',)",0.82136178,0.804909468,0.871735513,0.919981897,1.599142497,qo
359,1,Person 2,Ugh I just think it's so sad every time I hear of some senseless shooting like this.  It's always some lunatic with a gun who's angry at the world or emotionally unstable and takes it out on others.  So insane.  What did you think?,"('qo',)",3.20916152,3.696020126,1.726647258,2.703455687,1.599142497,qo
359,2,Person 1,the world is getting worse,"('sv',)",2.706052542,3.271084547,2.245563984,1.98532021,1.599142497,sv
359,3,Person 2,definitely more unstable,(),1.492300391,1.688841224,1.849977851,1.686610818,1.599142497,none
359,4,Person 1,maybe its the culuture,"('sv',)",1.715994835,1.501839995,1.218510747,1.465688109,1.599142497,sv
359,5,Person 2,what about it do you think?,"('qo',)",1.07357192,0.961650729,1.010498166,1.01661253,1.599142497,qo
359,6,Person 1,its a uniquely american problem,(),1.854460359,2.206094027,1.728277564,2.062032461,1.599142497,none
359,7,Person 2,"I don't think so, this is happening in many other countries in Europe, Africa, and Asia, too.  Sometimes it is knives or machetes instead of guns but the same premise of some lunatic just massacreing other people for no apparent reason","('sv',)",2.255712986,1.949748397,1.610262871,2.103914499,1.599142497,sv
359,8,Person 1,yea but in the first world mass shootings happen way more here then anywhere else I guess since we have to be the best in everything mass shootings should be no different,"('sv',)",1.909209967,1.994253874,1.335523725,2.202909946,1.599142497,sv
359,9,Person 2,"I'm not sure, I haven't seen any data supporting that but perhaps you have some.  Regardless, it is happening too much anywhere.",(),1.948869586,1.910146594,1.500039697,1.75602603,1.599142497,none
359,10,Person 1,just google it and see if its true and its not the guns other countries have guns too,"('sv',)",1.690762043,1.893403411,1.055685639,1.733610988,1.599142497,sv
359,11,Person 2,http://worldpopulationreview.com/countries/mass-shootings-by-country/  This says the US is actually number 66 on the list of mass shootings per capita,"('sd',)",1.899624825,1.825168252,1.591094971,2.091689587,1.599142497,sd
359,12,Person 1,"The truth of the matter is that the United States is actually number sixty-six on the list of countries in terms of mass shooting rates per capita, but they have had more mass shootings than any other country in terms of overall numbers.","('sd',)",2.000677586,1.957945704,1.429997802,2.249828577,1.599142497,sd
359,13,Person 2,"Per capita would be the relevant statistic.  But regardless, it is clear that it is a problem in many countries, not just the U.S.  It is a global issue.","('sd',)",2.433312416,1.944253325,1.322403312,2.26851511,1.599142497,sd
359,14,Person 1,yes it is a global problem but we're number one in overall numbers thank god we need to be number one in everything because we are exceptional,(),2.024445534,2.65672183,0.647895694,2.498128414,1.599142497,none
359,15,Person 2,What did you think of the man in the article?,"('qo',)",0.942869008,0.944755971,0.985454023,1.040655375,1.599142497,qo
359,16,Person 1,typical american guy,"('sv',)",1.09453702,1.503028512,0.887234449,2.105561018,1.599142497,sv
359,17,Person 2,how so?,(),0.828680694,1.061245084,0.89560318,1.062304139,1.599142497,none
359,18,Person 1,football,"('sd',)",0.599539936,0.953162014,1.01786077,1.185293913,1.599142497,sd
359,19,Person 2,"Well you have a great day, I gotta go.  bye!","('fc',)",0.704851091,1.501959205,0.317537874,1.16679883,1.599142497,fc
359,20,Person 1,bye,"('fc',)",0.375996411,0.742811799,1.016468287,0.913960874,1.599142497,fc
156,0,Person 1,lung cancer + air pollution = quick death. you agree?,"('qy',)",1.743690968,1.940428138,1.499976993,1.730126858,1.625147835,qy
156,1,Person 2,100% true. Its scary,"('aa',)",2.500304699,3.848780394,2.187824726,2.376319408,1.625147835,aa
156,2,Person 1,"rocks and grass can kill you now, thats crazy. they release something called radon.","('sv',)",2.178515196,2.67185092,1.679699659,2.058705568,1.625147835,sv
156,3,Person 2,Radon? is it also a green grass?,"('qy',)",1.199157953,1.053311944,0.730338752,1.277416706,1.625147835,qy
156,4,Person 1,nah its a gas the naturally comes from rocks and grass,(),1.490028024,1.254881144,0.904904485,1.664993763,1.625147835,none
156,5,Person 2,Wow. SO i guess that also have huge devastating impact on the lungs,"('sv',)",3.599199533,3.362271547,1.842788696,2.093906641,1.625147835,sv
156,6,Person 1,"yea, its every worse if you got lung cancer","('sv',)",2.686076403,2.537294149,2.116629362,2.112563372,1.625147835,sv
156,7,Person 2,Damn. I just hope we pay more attention to the environment,"('sd',)",2.83322525,3.356058359,1.690673947,2.596190691,1.625147835,sd
156,8,Person 1,almost a million people die every year from pollution in the air,"('sd',)",2.411328077,2.174967766,1.840745568,1.736655831,1.625147835,sd
156,9,Person 2,Wow!! You seem to be in the know on this topic. Are you an environmentalist?,"('qy',)",1.052280903,1.517874837,0.442409039,1.452559948,1.625147835,qy
156,10,Person 1,"no, but i do care about the enviroment",(),1.828188896,1.658619046,0.702052236,2.133944273,1.625147835,none
156,11,Person 2,"Hmmnn, that is good. I care about the environment also but I dont know this much",(),1.943314314,1.733793855,0.487041622,2.229756117,1.625147835,none
156,12,Person 1,well did you know that if you have lung cancer and live in a area with air pollution it is likely you could die within 3 years?,"('qy',)",1.915212989,1.65344727,1.291989684,1.744473457,1.625147835,qy
156,13,Person 2,Wow!!! that is such a little time,"('ba',)",2.502728224,3.010769129,1.286973,1.679141045,1.625147835,ba
156,14,Person 1,yes it is. its best to stay educated as much as possible. this is your health we are talking about here,"('aa', 'sv')",2.082544327,2.010900736,0.947334528,2.148645878,1.625147835,aa
156,15,Person 2,I agree with you on that. We need to take it more seriously. How can I prevent myself from polluted air though?,"('aa',)",2.187579393,1.982507825,0.823996067,2.53673768,1.625147835,aa
156,16,Person 1,"avoid second hand smoke, radon and dont smoke cigarettes or cigars.","('+',)",1.405813098,1.681251645,1.260800838,1.917499542,1.625147835,+
156,17,Person 2,So you suggesting I shouldnt keep lawn?,"('qy',)",1.261605382,1.835378051,1.342933893,1.999340415,1.625147835,qy
156,18,Person 1,lawn?,"('qy',)",0.875367582,1.067997098,1.104691386,1.186508179,1.625147835,qy
156,19,Person 2,since radon is from grasses,(),1.399005175,1.340629935,1.030109763,1.49491477,1.625147835,none
156,20,Person 1,"well more specifically the dirt that the grass is in. but in answer to your question, no just try to limit your exposure to those things",(),1.818417072,1.442555308,1.031276584,1.623387814,1.625147835,none
156,21,Person 2,alright then. Thanks for the heads up. It was really an insightful chat,"('fc',)",1.047537804,1.925572634,0.547564626,1.312182665,1.625147835,fc
156,22,Person 1,"dont leave yet, i have so much more to discuss with you, about this topic","('fc',)",0.908499777,1.680677295,0.746038496,1.474938035,1.625147835,fc
156,23,Person 2,"Ok, I am all ears","('sd',)",1.109350204,2.061956406,0.920428336,1.809208274,1.625147835,sd
156,24,Person 1,this topic is very serious. so serious the american health institute has issued health advisories about it,"('sd',)",1.954839468,2.412700415,1.851323366,2.019283772,1.625147835,sd
156,25,Person 2,"WOW, how do you know all these?",(),1.0050807,2.063532591,1.022728801,1.062998176,1.625147835,none
156,26,Person 1,"i study a lot. check this out, the CDC says that lung cancer is the leading cause of cancer related deaths","('sd',)",1.907384634,1.824864149,1.379854321,1.937589407,1.625147835,sd
156,27,Person 2,Really? It is more serious than skin cancer?,"('qy',)",2.195848465,2.88512826,1.544619203,1.732672453,1.625147835,qy
156,28,Person 1,yeah totally,"('aa',)",1.058817744,1.731762528,1.166135669,1.516251802,1.625147835,aa
156,29,Person 2,Wow!! Used to think skin is leading cause,"('sv',)",2.197526693,2.9176929,1.501629233,1.890707254,1.625147835,sv
156,30,Person 1,nah lung cancer is the second leading cause of deaths in men and women,(),2.003530264,1.835083365,1.554297924,1.761039972,1.625147835,none
156,31,Person 2,Quite insightful. Thanks for all these. I should begin to read more,(),1.397191882,2.256192923,0.411901265,1.884966016,1.625147835,none
156,32,Person 1,yea when you get time browse the center for disease control website,(),1.396021008,1.411488414,0.757245779,1.599970102,1.625147835,none
156,33,Person 2,I will do that Asap,"('sd',)",0.857473731,1.294451714,0.678527534,1.690979481,1.625147835,sd
156,34,Person 1,oh and dont travel to california if you smoke,(),0.86470443,1.353478909,1.364004731,1.720701575,1.625147835,none
156,35,Person 2,And why is that?,"('qw',)",1.091585398,1.214135051,1.113222957,1.188440323,1.625147835,qw
156,36,Person 1,the air quality is so bad out there that research has been done that it is extremely harmful to those with and without cancer.,"('sd',)",2.711208344,2.493955851,1.665515304,2.171211243,1.625147835,sd
156,37,Person 2,So it is best not to visit at all. I dont smoke though,"('sd',)",1.244215012,1.74203074,1.311829448,2.561879396,1.625147835,sd
156,38,Person 1,thats good. its a bad habit.,"('sv',)",2.182981968,2.527649641,1.453267932,2.183314085,1.625147835,sv
156,39,Person 2,I dropped it when i was 17,"('sd',)",1.074025393,1.947507739,1.449950099,2.829195261,1.625147835,sd
156,40,Person 1,"thats great, im proud of you. well i dont want to hold you up too long, im probally talking your ear off. hopefully we will get to chat another time in future. goodbye","('fc',)",1.189270258,2.445264578,0.473031729,2.115044355,1.625147835,fc
156,41,Person 2,No buddy..lets talk some more. You aint going anywhere...,(),0.999985814,2.11919713,1.129367948,1.67537117,1.625147835,none
156,42,Person 1,sure ok,"('b',)",0.941641152,1.365519881,0.926859736,1.16899991,1.625147835,b
156,43,Person 2,lol..bye,"('fc',)",0.503352642,1.347769022,0.830946565,1.007425904,1.625147835,fc
156,44,Person 1,bye,"('fc',)",0.375996351,0.742811739,1.016468406,0.913960993,1.625147835,fc
342,0,Person 1,the kenyans don't want more people in their country,"('sv',)",2.466935873,2.200222731,1.896425128,2.092551708,1.626424343,sv
342,1,Person 2,what did you think about kenya deporting that official,(),0.967416584,1.248294592,1.197284698,1.07529366,1.626424343,none
342,2,Person 1,I think it was a good decision,"('sv',)",2.314029932,1.979602814,0.263661563,1.973879695,1.626424343,sv
342,3,Person 2,why do you think it was a good decision,"('sv',)",1.240789175,1.285827756,0.624696732,1.17564106,1.626424343,sv
342,4,Person 1,I think kenya should focus on kenyans like all countries should focus on their own,"('sv',)",1.784101605,1.612116337,0.90623039,1.952045679,1.626424343,sv
342,5,Person 2,"but they have 1,000 troops in Sudan so they are not focusing on their own","('sd',)",2.179657698,1.795452952,1.667672992,1.702118874,1.626424343,sd
342,6,Person 1,I know pretty dumb,"('sd',)",1.898079395,2.917948723,1.896711826,2.184261322,1.626424343,sd
342,7,Person 2,and they basically deported that opposition member to his death seeing as he was part of the group trying to remove the government,"('sd',)",3.009655237,3.260606527,2.044634581,2.286078691,1.626424343,sd
342,8,Person 1,good one less african,"('sv',)",1.939745784,1.941964149,0.862836182,2.068576097,1.626424343,sv
342,9,Person 2,what ethnicity are you,"('qw',)",0.680483997,0.889631093,0.662865639,1.197710752,1.626424343,qw
342,10,Person 1,african,(),1.011069536,1.23257339,1.258083344,1.606021643,1.626424343,none
342,11,Person 2,and you hate africans?,"('qy',)",1.161559582,1.945718288,1.399753809,1.72728014,1.626424343,qy
342,12,Person 1,trust me I know my own people,"('sd',)",1.552811503,1.715992808,1.056580305,2.359661102,1.626424343,sd
342,13,Person 2,You live in America. I doubt you know them,(),1.266145587,1.213992476,1.11374414,1.367562056,1.626424343,none
342,14,Person 1,I came here when I was 22 I lived in the Ivory Coast,"('sd',)",1.219487309,1.339197636,0.624406755,3.10731411,1.626424343,sd
342,15,Person 2,Why do you dislike Africans? I've never been there,"('qo', 'qw')",1.42888844,1.734984517,1.378604889,2.193343401,1.626424343,qo
342,16,Person 1,would you like america to become like africa?,"('qy',)",1.455559969,1.467792511,0.813338399,1.586592197,1.626424343,qy
342,17,Person 2,Ive never been or know anything about Africa.,"('sd',)",1.362249851,1.4306885,1.167804599,2.310636282,1.626424343,sd
342,18,Person 1,"fair enough do you see african society, economics, and values as something to emulate?",(),1.587911129,1.405404687,0.647862256,1.643806696,1.626424343,none
342,19,Person 2,Like I said. I would need to live there or visit to get a grasp on it. I'm not going to base my opinion on the news which is always full of lies and President Cheeto Mctwitter fingers speaking 24/7,"('sv',)",1.942599893,2.39761138,1.323316932,2.865681887,1.626424343,sv
342,20,Person 1,Presidents are just figure heads to appease the masses and give them the illusion that the sheep have a choice on how things are really being run,"('sv',)",2.026480913,2.287456751,1.281192422,2.159024954,1.626424343,sv
342,21,Person 2,Exactly. Except this one talks like he runs things when he doesn't run anything lol,"('aa',)",1.618307829,2.214847803,1.12507391,2.176574707,1.626424343,aa
342,22,Person 1,I'm gonna tell you a secret I voted for the guy but I vote for presidents on entertainment value so you can't be mad at me and I'm gonna vote for him again but Biden has been quite amusing lately so that might change,"('sd',)",1.635174513,2.586959362,1.092487335,3.039473295,1.626424343,sd
342,23,Person 2,Why waste your time voting. I rather do something else at voting time. Presidents dont run anything anyway. The bankers do.,"('sv',)",1.713983297,2.304653406,1.432928801,2.217763901,1.626424343,sv
342,24,Person 1,Yea that is true we are all screwed and yet we all live in this sort of obliviousness,"('aa', 'sv')",2.484409809,3.080045938,1.900978327,2.4726789,1.626424343,aa
342,25,Person 2,we live in denial and think our voice is heard when it aint,(),2.035769701,2.7349298,1.655229807,2.488912344,1.626424343,none
342,26,Person 1,thats why I bought a farm with no mortgage,"('sd',)",1.849532843,2.017772913,0.657697916,2.581407785,1.626424343,sd
